,index,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLOORSMAX_AVG,LIVINGAREA_AVG,YEARS_BEGINEXPLUATATION_MODE,FLOORSMAX_MODE,LIVINGAREA_MODE,YEARS_BEGINEXPLUATATION_MEDI,FLOORSMAX_MEDI,LIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_CREDIT_DAY_OVERDUE_MAX,BURO_CREDIT_DAY_OVERDUE_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_SUM,BURO_AMT_CREDIT_SUM_DEBT_MAX,BURO_AMT_CREDIT_SUM_DEBT_MEAN,BURO_AMT_CREDIT_SUM_DEBT_SUM,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_SUM,BURO_CNT_CREDIT_PROLONG_SUM,BURO_MONTHS_BALANCE_SIZE_SUM,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_ANNUITY_MEAN,PREV_AMT_APPLICATION_MIN,PREV_AMT_APPLICATION_MAX,PREV_AMT_APPLICATION_MEAN,PREV_AMT_CREDIT_MIN,PREV_AMT_CREDIT_MAX,PREV_AMT_CREDIT_MEAN,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MEAN,PREV_APP_CREDIT_PERC_VAR,PREV_AMT_DOWN_PAYMENT_MIN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_DOWN_PAYMENT_MEAN,PREV_AMT_GOODS_PRICE_MIN,PREV_AMT_GOODS_PRICE_MAX,PREV_AMT_GOODS_PRICE_MEAN,PREV_HOUR_APPR_PROCESS_START_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_HOUR_APPR_PROCESS_START_MEAN,PREV_RATE_DOWN_PAYMENT_MIN,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_SK_DPD_MAX,POS_SK_DPD_MEAN,POS_SK_DPD_DEF_MAX,POS_SK_DPD_DEF_MEAN,POS_COUNT,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DPD_MAX,INSTAL_DPD_MEAN,INSTAL_DPD_SUM,INSTAL_DBD_MAX,INSTAL_DBD_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MAX,INSTAL_PAYMENT_PERC_MEAN,INSTAL_PAYMENT_PERC_SUM,INSTAL_PAYMENT_PERC_VAR,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_PAYMENT_DIFF_VAR,INSTAL_AMT_INSTALMENT_MAX,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_AMT_PAYMENT_MAX,INSTAL_AMT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MAX,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_COUNT
7512,7512.0,0.0,1.0,0.0,0.0,1.0,247500.0,846000.0,26694.0,846000.0,0.026392,-10622.0,-549.0,-4779.0,-1910.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6720669550235008,0.6144143775673561,0.9851,0.3333,0.0481,0.9851,0.3333,0.0501,0.9851,0.3333,0.049,0.0416,2.0,0.0,2.0,0.0,-517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0516851816983618,0.2925531914893617,82500.0,0.1078545454545454,0.0315531914893617,-825.0,-416.0,-614.6666666666666,41922.333333333336,-207.0,127.0,-88.0,-143.33333333333334,0.0,0.0,0.0,215598.06,106539.645,319618.935,47781.0,15927.0,47781.0,0.0,0.0,0.0,0.0,0.0,4625.595,24155.55,12424.73625,42093.0,225000.0,111773.25,42093.0,225000.0,113478.75,0.868357068426537,1.0,0.9670892671066342,0.0043324653583138,0.0,0.0,0.0,42093.0,225000.0,111773.25,14.0,17.0,14.75,0.0,0.0,0.0,-517.0,-291.0,-410.5,5.5,22.0,-7.0,-12.0,11.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,59.0,27.0,216.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,93726.09,23390.578125,187124.625,4625.595,93726.09,23390.578125,187124.625,-203.0,-373.25,-2986.0,8.0
7517,7517.0,0.0,0.0,1.0,1.0,1.0,270000.0,835605.0,22171.5,697500.0,0.032561,-12473.0,-1444.0,-6394.0,-4193.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7446445987662214,0.2881295999178507,0.9791,0.3333,0.5634,0.9791,0.3333,0.5859,0.9791,0.3333,0.5735,0.446,1.0,0.0,1.0,0.0,-1492.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.1157700633368075,0.3231191771231622,135000.0,0.0821166666666666,0.0265334697614303,-2776.0,-364.0,-1448.642857142857,776104.0934065933,-2262.0,31093.0,1901.2307692307693,-622.7142857142857,0.0,0.0,2338.2,2370132.0,387207.13178571424,5420899.845,1921293.0,184675.15384615384,2400777.0,0.0,12620.213181818182,138822.345,0.0,618.0,5673.96,5673.96,5673.96,45000.0,71055.0,58027.5,54103.5,71055.0,62579.25,0.831739166597355,1.0,0.9158695832986776,0.0141558540286763,0.0,0.0,0.0,45000.0,71055.0,58027.5,13.0,17.0,15.0,0.0,0.0,0.0,-1491.0,-673.0,-1082.0,12.0,12.0,-37.0,-43.0,13.0,0.0,0.0,0.0,0.0,13.0,1.0,14.0,1.4285714285714286,20.0,26.0,10.5,147.0,1.0,0.8571428571428571,12.0,0.1317900698887075,5673.42,810.5657142857143,11347.92,4242826.062118681,5676.165,5674.1175,79437.645,0.54,5676.165,4863.551785714286,68089.725,-1137.0,-1315.071428571429,-18411.0,14.0
7521,7521.0,1.0,0.0,0.0,1.0,2.0,157500.0,539100.0,29376.0,450000.0,0.018029,-12604.0,-1854.0,-1321.0,-4117.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2816843861832805,0.4223696523543468,0.9801,0.1667,0.0614,0.9801,0.1667,0.0639,0.9801,0.1667,0.0625,0.0517,3.0,0.0,3.0,0.0,-2457.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1470961599492224,0.2921535893155259,39375.0,0.1865142857142857,0.05449081803005,-2879.0,-1045.0,-1674.5,435738.2857142856,-2148.0,5207.0,-237.875,-1080.25,0.0,0.0,0.0,5850000.0,1026864.14625,8214913.17,4053177.0,846168.0,5077008.0,0.0,0.0,0.0,0.0,367.0,4107.33,5272.065,4689.6975,26995.5,49855.5,38425.5,25897.5,53469.0,39683.25,0.9324187847163776,1.0423979148566465,0.987408349786512,0.006047704533205,2250.0,2700.0,2475.0,26995.5,49855.5,38425.5,7.0,10.0,8.5,0.0439787961997621,0.1028252628567341,0.0734020295282481,-2457.0,-1114.0,-1785.5,11.0,22.0,-26.0,-50.1578947368421,19.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,21.0,10.055555555555555,181.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,24047.955,5796.915,104344.47,4096.62,24047.955,5796.915,104344.47,-804.0,-1562.7222222222222,-28129.0,18.0
7533,7533.0,0.0,0.0,1.0,0.0,0.0,112500.0,288873.0,18936.0,238500.0,0.015221,-11867.0,-2851.0,-5971.0,-3957.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1330921196838386,0.1745642655572634,0.9866,0.3333,0.1851,0.9866,0.3333,0.1928,0.9866,0.3333,0.1884,0.1858,1.0,0.0,1.0,0.0,-1831.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2402460605039184,0.3894444963703773,112500.0,0.16832,0.0655512976290619,-2796.0,-44.0,-1331.0,679072.0000000001,-2584.0,1761.0,-797.6538461538462,-881.8461538461538,0.0,0.0,3042.5400000000004,459000.0,86348.475,2245060.35,427626.0,22172.4,554310.0,0.0,0.0,0.0,0.0,0.0,2250.0,17338.5,10453.419,0.0,152955.0,95001.375,0.0,180009.0,99346.5,0.8497075146242687,1.102224253503961,0.9697739787469842,0.0052981656370418,0.0,15295.5,3104.55,29205.0,152955.0,103637.86363636365,11.0,17.0,14.75,0.0,0.1439834623335416,0.0342281605482155,-1831.0,-248.0,-963.75,11.7,117.0,-8.0,-36.08,25.0,0.0,0.0,0.0,0.0,25.0,2.0,13.0,0.9615384615384616,25.0,58.0,16.884615384615383,439.0,1.0,0.8461538461538461,22.0,0.134658189118871,7021.620000000001,1079.7871153846156,28074.465000000004,6633423.61527635,23416.065,9031.333846153848,234814.68,1.44,23416.065,7951.546730769231,206740.215,-248.0,-1211.5384615384614,-31500.0,26.0
7546,7546.0,0.0,1.0,1.0,0.0,2.0,162000.0,1078200.0,31653.0,900000.0,0.025164,-13857.0,-1750.0,-4843.0,-3094.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6061061902538124,0.4614823912998385,0.9826,0.1667,0.1146,0.9826,0.1667,0.1194,0.9826,0.1667,0.1166,0.0988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126289961752183,0.1502504173622704,54000.0,0.1953888888888889,0.0293572621035058,-1635.0,-529.0,-992.75,201041.9285714286,-1449.0,10238.0,749.5,-489.625,0.0,0.0,0.0,270000.0,82244.7,657957.6,200673.0,25084.125,200673.0,0.0,18000.0,90000.0,0.0,0.0,3392.82,5239.935,4449.6900000000005,0.0,42025.5,22701.6,22050.0,90000.0,41569.2,0.0,1.0265564544495251,0.7737790507765112,0.1883018655793963,0.0,2628.0,657.0,0.0,42025.5,22701.6,13.0,17.0,14.6,0.0,0.1014400463969842,0.025360011599246,-2274.0,-713.0,-1290.8,6.8,34.0,-17.0,-40.75675675675676,37.0,0.0,0.0,0.0,0.0,37.0,1.0,3.0,0.1142857142857142,4.0,42.0,11.685714285714283,409.0,1.0,0.9714285714285714,34.0,0.0210583826350493,3739.455,125.74285714285716,4401.0,407875.6226401261,5239.935,4305.934285714287,150707.7,661.545,5239.935,4180.191428571429,146306.7,-551.0,-1251.8285714285714,-43814.0,35.0
7547,7547.0,0.0,0.0,0.0,0.0,2.0,180000.0,1293502.5,41854.5,1129500.0,0.016612,-12378.0,-510.0,-3724.0,-3926.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965339096396545,0.5136937663039473,0.9945,0.625,0.7252,0.9945,0.625,0.7556,0.9945,0.625,0.7383,0.6272,1.0,0.0,1.0,0.0,-218.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0412021328162869,0.1391570561324775,45000.0,0.232525,0.0323574944772043,-1023.0,-715.0,-847.3333333333334,25124.333333333336,-715.0,-253.0,-484.0,-327.6666666666667,0.0,0.0,448.5,450000.0,226638.0,679914.0,0.0,0.0,0.0,0.0,225000.0,450000.0,0.0,0.0,7153.065,9086.355,8119.709999999999,103941.0,171706.5,137823.75,91930.5,153499.5,122715.0,1.1186127642109582,1.130647608791424,1.1246301865011912,7.241874203798055e-05,18207.0,20790.0,19498.5,103941.0,171706.5,137823.75,12.0,19.0,15.5,0.1154823968913126,0.2008702942233224,0.1581763455573175,-2613.0,-218.0,-1415.5,18.0,36.0,-1.0,-58.58064516129032,31.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,0.0,0.0,28.0,8.125,260.0,2.019375911874435,1.0625115090626958,34.000368290006264,0.0605299114571972,0.0,-562.5,-18000.0,4899674.657162903,42775.56,8633.754843749999,276280.155,6957.0,42775.56,9196.25484375,294280.155,-21.0,-1708.6875,-54678.0,32.0
7548,7548.0,0.0,1.0,0.0,0.0,0.0,157500.0,592560.0,25236.0,450000.0,0.018801,-21332.0,-1269.0,-6634.0,-4826.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666780587744103,0.6313545365850379,0.9737,0.125,0.0254,0.9737,0.125,0.0264,0.9737,0.125,0.0258,0.0269,3.0,0.0,3.0,0.0,-2569.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0594880930058128,0.2657958687727825,78750.0,0.1602285714285714,0.0425880923450789,-2768.0,-537.0,-1451.8333333333333,595018.1666666667,-2434.0,1289.0,-443.6666666666667,-760.3333333333334,0.0,0.0,4123.49625,288000.0,140053.875,840323.25,209659.5,68357.8875,410147.325,0.0,60434.3625,362606.175,0.0,0.0,4255.65,53355.015,24828.555000000004,0.0,1237500.0,316113.75,0.0,1345311.0,426003.75,0.0,1.2712224108658745,0.730361354557764,0.4309343767494422,6750.0,6750.0,6750.0,26955.0,1237500.0,632227.5,10.0,12.0,10.75,0.262980741087631,0.262980741087631,0.262980741087631,-2569.0,-23.0,-1088.5,14.0,42.0,-78.0,-81.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0238095238095238,2.0,25.0,3.8452380952380953,323.0,1.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,189000.0,10440.433392857143,876996.405,11.655,189000.0,10440.433392857143,876996.405,-41.0,-770.3809523809524,-64712.0,84.0
7555,7555.0,0.0,0.0,0.0,0.0,0.0,135000.0,723996.0,30802.5,585000.0,0.035792,-8323.0,-156.0,-3170.0,-995.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636339502535552,0.0969483170508572,0.9896,0.1667,0.0195,0.9896,0.1667,0.0203,0.9896,0.1667,0.0199,0.0153,5.0,1.0,5.0,0.0,-1062.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187432416196083,0.1864651185918154,67500.0,0.2281666666666666,0.0425451245586992,-992.0,-199.0,-454.0,108934.5,-723.0,207.0,-205.2,-264.6,0.0,0.0,3981.13875,113535.0,57931.614,289658.07,68526.0,17131.5,68526.0,0.0,0.0,0.0,0.0,49.0,7122.105,8809.47,7965.787499999999,77562.0,77769.0,77665.5,77562.0,77769.0,77665.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,77562.0,77769.0,77665.5,10.0,13.0,11.5,0.0,0.0,0.0,-1062.0,-7.0,-534.5,11.0,22.0,-24.0,-29.5,12.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,44.0,17.545454545454547,193.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,14108.13,7757.198181818181,85329.18,7122.105,14108.13,7757.198181818181,85329.18,-742.0,-897.5454545454545,-9873.0,11.0
7567,7567.0,0.0,1.0,1.0,1.0,2.0,171000.0,1078200.0,31653.0,900000.0,0.025164,-12342.0,-1282.0,-1464.0,-3895.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914579569105102,0.6296742509538716,0.9816,0.1667,0.0879,0.9816,0.1667,0.0916,0.9816,0.1667,0.0895,0.1148,2.0,0.0,2.0,0.0,-577.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.1038729541403338,0.1585976627712854,42750.0,0.1851052631578947,0.0293572621035058,-2859.0,-222.0,-1768.2222222222222,1086618.6944444445,-2547.0,1505.0,-1256.2222222222222,-1190.3333333333333,0.0,0.0,0.0,1829785.5,332973.94999999995,2996765.55,1136128.5,155516.0625,1244128.5,0.0,0.0,0.0,0.0,456.0,9214.965,16121.295,12668.13,47875.5,138780.0,102217.5,45193.5,119997.0,93961.5,1.0,1.1892642295233689,1.0828696822696802,0.0093703015986554,0.0,45000.0,16605.0,47875.5,138780.0,102217.5,12.0,15.0,13.333333333333334,0.0,0.3030977705362654,0.1359864662016494,-2040.0,-577.0,-1514.0,8.0,16.0,-12.0,-40.0,8.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,38.0,24.6,123.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,124105.95,35570.034,177850.16999999998,9214.965,124105.95,35570.034,177850.16999999998,-388.0,-1666.4,-8332.0,5.0
7568,7568.0,0.0,1.0,0.0,1.0,0.0,117000.0,450000.0,16965.0,450000.0,0.032561,-17946.0,-2301.0,-9006.0,-1484.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7158565049232241,0.622922000268356,0.9757,0.1667,0.0896,0.9757,0.1667,0.0933,0.9757,0.1667,0.0912,0.0721,0.0,0.0,0.0,0.0,-2167.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.128217987295219,0.26,58500.0,0.145,0.0377,-1462.0,-984.0,-1311.0,50968.66666666666,-984.0,112.0,-533.6666666666666,-435.5,0.0,0.0,0.0,474750.0,270587.7,1082350.8,74016.0,48700.5,146101.5,0.0,83327.55,249982.65,0.0,0.0,10740.915,13500.0,12120.4575,0.0,107424.0,35808.0,0.0,270000.0,122226.0,0.0,1.1111524855706572,0.5555762427853286,0.6173299230949247,10746.0,10746.0,10746.0,107424.0,107424.0,107424.0,10.0,13.0,11.333333333333334,0.1089455885937119,0.1089455885937119,0.1089455885937119,-2167.0,-6.0,-1092.0,5.0,10.0,-64.0,-67.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,161.0,12.417721518987342,981.0,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,41629.365,13475.120126582278,1064534.49,1357.38,41629.365,13475.120126582278,1064534.49,-10.0,-680.8987341772151,-53791.0,79.0
7610,7610.0,0.0,1.0,0.0,0.0,0.0,72000.0,697500.0,29682.0,697500.0,0.015221,-21390.0,-172.0,-4589.0,-1292.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5692888854135045,0.5226973172821112,0.9717,0.0417,0.0178,0.9717,0.0417,0.0185,0.9717,0.0417,0.0181,0.014,1.0,0.0,1.0,0.0,-1046.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0080411407199625,0.1032258064516129,36000.0,0.41225,0.0425548387096774,-1645.0,-188.0,-1056.0,618107.5,-1093.0,1624.0,128.5,-430.4,0.0,0.0,0.0,585000.0,212022.0,1060110.0,556474.5,111294.9,556474.5,0.0,0.0,0.0,0.0,176.0,3732.48,9374.895,6553.6875,0.0,112500.0,45276.0,0.0,123637.5,45877.5,0.9099181073703366,1.6668810289389069,1.2883995681546216,0.2864964323148125,9333.0,9333.0,9333.0,23328.0,112500.0,67914.0,15.0,16.0,15.333333333333334,0.4357203984287318,0.4357203984287318,0.4357203984287318,-1046.0,-123.0,-579.0,11.0,22.0,-4.0,-16.25,20.0,0.0,0.0,0.0,0.0,20.0,2.0,4.0,0.3,6.0,46.0,9.15,183.0,1.0,0.95,19.0,0.0260216662069751,2422.44,186.624,3732.48,362518.4214568421,35342.73,9262.43325,185248.665,1310.04,35342.73,9075.80925,181516.185,-128.0,-496.6,-9932.0,20.0
7614,7614.0,0.0,0.0,1.0,1.0,2.0,238500.0,180000.0,9000.0,180000.0,0.018209,-12632.0,-4454.0,-4310.0,-4307.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357744553239217,0.5744466170995097,0.9901,0.3333,0.0875,0.9901,0.3333,0.0912,0.9901,0.3333,0.0891,0.0794,8.0,0.0,8.0,0.0,-1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525965801139962,1.325,59625.0,0.0377358490566037,0.05,-2828.0,-1043.0,-2113.6666666666665,706421.4666666668,-2616.0,784.0,-1580.6666666666667,-1893.1666666666667,0.0,0.0,645.0,55458.0,33810.54,202863.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8370.135,11389.59,9879.8625,82485.0,109336.5,95910.75,84037.5,109336.5,96687.0,0.9815261044176706,1.0,0.9907630522088352,0.0001706424089934,0.0,8248.5,4124.25,82485.0,109336.5,95910.75,12.0,12.0,12.0,0.0,0.0973426778020107,0.0486713389010053,-1263.0,-742.0,-1002.5,13.0,26.0,-14.0,-26.166666666666668,18.0,0.0,0.0,0.0,0.0,18.0,2.0,2.0,0.1428571428571428,2.0,22.0,9.071428571428571,127.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,78162.075,15511.175357142856,217156.455,8370.135,78162.075,15511.175357142856,217156.455,-451.0,-759.5,-10633.0,14.0
7628,7628.0,0.0,0.0,1.0,0.0,0.0,148500.0,99000.0,5814.0,99000.0,0.015221,-14062.0,-1344.0,-5643.0,-4401.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6536813741880775,0.326475210066026,0.9846,0.3333,0.2026,0.9846,0.3333,0.1199,0.9846,0.3333,0.1179,0.3796,2.0,0.0,2.0,0.0,-2385.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0955767316171241,1.5,74250.0,0.0391515151515151,0.0587272727272727,-2475.0,-59.0,-971.0,642713.0,-500.0,814.0,18.142857142857142,-209.33333333333331,0.0,0.0,0.0,5400000.0,833308.955,7499780.595,538582.5,134593.07142857142,942151.5,0.0,235.905,1415.43,0.0,0.0,4496.445,9045.495,6725.19,0.0,45000.0,25862.625,0.0,46485.0,25539.75,0.9528931245745405,1.1915655460513228,1.037504293887227,0.0178586166994484,0.0,5400.0,2700.0,26955.0,45000.0,34483.5,10.0,17.0,13.0,0.0,0.2098778048673664,0.1049389024336832,-2385.0,-306.0,-1034.25,6.0,18.0,-9.0,-49.75,16.0,0.0,0.0,0.0,0.0,16.0,2.0,5.0,0.4666666666666667,7.0,30.0,8.466666666666667,127.0,1.0,0.8666666666666667,13.0,0.1233927956231981,6625.89,883.3290000000001,13249.935,5415754.085800715,48628.935,8576.256,128643.84,7.74,48628.935,7692.927,115393.905,-281.0,-1647.4666666666667,-24712.0,15.0
